,telephone,email,description,website,facebook,linkedin,twitter,exd_link,exd_name,exd_id
103,886-2-2720-5755,,"Electrum Cloud 蔚藍雲專注為企業提供各類型的諮詢與技術創新，加速企業業務發展。 企業改革與發展需要策略思維、質量保證、以及領域專家。Electrum Cloud 蔚藍雲利用來自《財富》世界500強企業的諮詢框架與技術經驗，為企業提供達國際水準的諮詢服務，範圍涵蓋商業論證、多雲策略、資安防護、數據平台、數據治理、雲端遷移、技術應用評估、流程與人員技能評估等，曾服務產業橫跨金融、製造、零售與運輸等200家客戶，分布於全球20多個國家。 Electrum Cloud蔚藍雲期能透過「創新」、「安全」、「賦能」，驅動企業創造更多商業價值。

產品類型
Zero Trust Architecture",https://www.linkedin.com/company/electrum-cloud/mycompany/?viewAsMember=true,https://www.facebook.com/electrumcloudtw/,https://www.linkedin.com/company/electrum-cloud/mycompany/?viewAsMember=true,,https://cybersec.ithome.com.tw/2024/exhibition-page/2184,Electrum Cloud 蔚藍雲,Q210
104,(03)356-5317,energy.well@msa.hinet.net,"英能科技在能源和低碳能源、交通、智慧製造、醫療、工業4.0、工業務聯網、數位孿生(Digital Twin)、基礎設施建築與工程的風險管理和營運優化管理上，提供下列領域的技術顧問服務和解決方案：
【風險管理】
■ 提供風險評鑑、風險識別、分析、評價相關服務，包括：
系統安全(Safety)、網宇安全(Cybersecurity)、人工智慧安全、工作場所安全、場址風險、永續風險 – 環境保護、社會責任、公司治理及ESG等風險評鑑。
■ 提供風險控制與管理相關服務，包括：
安全、功能安全、網宇安全、製程安全、工程安全、永續風險、企業持續營運等風險控制與管理，並且提供前述項目相關的風險控制、稽核、事故調查和管理服務或解決方案。
【營運優化管理】
■ 提供可靠度、可用度、可維修度和安全(Safety/Security)(RAMS/S)系統保證和可恃度保證的相關服務，包括：
RAMS/S建模與分析、查證與確證、獨立安全和網宇安全評鑑、IEC 62443資安產品驗證、現場查證與確證/檢驗、 網宇安全測試、物聯網(IoT)安全測試與驗證(ETSI EN 303 645)、RED指令合規、EUCC驗證輔導、AI信任度驗證輔導、以及ISO 14064組織碳盤查和ISO 14067產品碳足跡計算與碳中和與碳會計輔導。
■ 提供資產完整性管理相關服務，包括：
資產、備品分析、整合後勤資源、生命週期成本分析(LCCA)、可靠度中心維修(RCM)管理、以及軟體物料清單(SBOM)查證、管理與驗證輔導。
■ 能源優化管理。
【解決方案】
■ IT/OT安全(IT/OT Security)：
Orpheus Cyber是一個以威脅為主導的網宇安全解決方案，包括：外部攻擊面管理(EASM)、基於風險的漏洞管理(RBVM)、第三方供應鏈風險管理與網路的威脅情報。
OPSWAT提供工控場域的完整網宇風險控制與管理的最佳解決方案，主要產品，包括：工控入侵偵測與資產管理、數位安全衛士、可攜式檢測碟與單/雙向安全閘道器等。
■ 風險/安全管理：
威科集團(Wolters Kluwer)的EHSQ/ESG/GRC SaaS數位平臺，包括：
enablon 360全視野風險管理平臺：可讓您在整個價值鏈(從EHSQ到GRC，從營運風險到 ESG)中管理風險，推動永續發展並提高生產力。
BowTie Suite：是基於領結方法的風險評鑑工具與風險管理軟體。
屏障管理(Barrier Management)：應用於安全管理系統(SMS)、製程安全管理系統(PSM)與BMS (屏障管理系統)中，為客戶穿透人/工作流程/技術(PPT)帶來360度全視野風險管理解決方案。
ESG SaaS：enablon ESG提供企業符合ISO 31000風險管理指南與符合企業風險管理(COSO ERM)框架，整合企業需要面對的各類風險管理，包括經營風險、財務風險、資安風險、EHSQ風險、供應鏈(安全)風險、ESG永續風險、合規風險等，提供企業數位轉型的最佳實踐之數位化風險管理平臺和解決方案。
CCH Tagetik ESG模組：提供客戶整合財務、合規、資安、供應鏈安全等風險管理。
■ 工程/資產完整性/數位化管理。
產品類型
OT Security
Threat Intelligence
Consultation Service
Risk Management",https://www.linkedin.com/company/78135132/admin/feed/posts/,,https://www.linkedin.com/company/78135132/admin/feed/posts/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2016,英能/Energywell,C330
105,+886-3-5772767,info@enovatech.net,"伊諾瓦成立於 2000 年，專注於開發即時加密晶片 ASIC 及資料安全解決方案，以滿足對傳輸中資料（雲端或點對點）和靜態資料（儲存）安全性日益增長的需求。
資料是任何組織最有價值的資產。 憑藉著 20 多年的資料安全經驗，伊諾瓦提供 FIPS 140-2 (3) 級認證的單晶片加密模組(晶片)和系統級別的安全解決方案。 伊諾瓦擁有專業的資訊系統安全和加密晶片工程專業知識，擁有12+項全球發明專利。

我們在國際安全驗證方面擁有豐富的經驗，包括 FIPS 140-2(3)、Commercial Solution for Classified (CSfC)和共同準則（Common Criteria, CC）。 我們的晶片產品和解決方案得到了主要航空航太、國防、軍事、政府、企業、工業和博弈客戶的肯定。 對於專業消費者客戶，我們提供 Enigma 3.1 CloudKey 硬體加密器，它可以加密任何主機可偵測得到的儲存硬碟（包括 NAS 和雲端硬碟）上的靜態資料及傳輸中的資料。

Enova 保護您的資料並守護您的隱私。
產品類型
Data Encryption",https://twitter.com/Enovatechnology,https://www.facebook.com/enovatechnology,https://www.linkedin.com/company/enova-technology/,https://twitter.com/Enovatechnology,https://cybersec.ithome.com.tw/2024/exhibition-page/2356,伊諾瓦科技股份有限公司,AH07
106,0955-228402,Rachellin@unixecure.com.tw,"Entrust致力於透過實現可信任證卡發行和認證、支付和資料保護，確保世界安全運作。如今，無論是跨境、購物、存取電子化政府服務或登入公司網路,人們比以往任何時候都更需要無縫、安全的體驗。Entrust提供卓越的數位安全和證卡簽發解決方案，在上述互動活動中佔據著舉足輕重的核心地位。Entrust擁有2,800多名員工、全球合作夥伴網絡，以及遍佈150多個國家的客戶，廣受全球頗具公信力的各大組織信賴。
產品類型
Post Quantum Cryptography
Encryption Key Management
SSL Certificates",https://twitter.com/Entrust_Corp,https://www.facebook.com/DiscoverEntrust/,https://www.linkedin.com/company/entrust,https://twitter.com/Entrust_Corp,https://cybersec.ithome.com.tw/2024/exhibition-page/2322,Entrust,P104
107,02-86675060,bigsales@envinex.com.tw,"派恩科技在網路安全和測試專業擁有多年的豐富經驗，完整的產品線與專業的團隊，為客戶提供最完善的網路解決方案。針對企業用戶提供專業且多樣化的選擇，為企業組織、ISP、IDC 與網路設備製造商規劃最完整且全面的解決方案。
產品類型
OT Security
Network Analysis & Forensics",http://www.envinex.com.tw/index.html,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2115,Envinex 派恩科技,P115
108,+886-2-7716-8868,sales@eqit.com.tw,"一休以紮實的技術和豐富的市場經驗，領先尋求或研發未來趨勢所需，讓客戶可以安心、輕鬆、有效的享用現代科技(有線網路、無線網路、端點管理、服務整合平台、大數據抓包、虛擬化或雲端的運用)。最新研發之產品 Finika，可有效提升整體網路資安防護，提供直觀的操作平台，MIS 可輕易、即時取得環境資料，簡化整體網路維護及管理。
產品類型
NAC
Network Analysis & Forensics
Wireless Intrusion Prevention System
Network Visibility
Industrial Security",http://www.eqit.com.tw/index.html,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2121,EQIT 一休資訊,C202
109,,,"國際資安大廠ESET成立於1992年，總部設立在歐洲斯洛伐克，為全球企業與個人用戶的電腦資訊安全軟體提供商，其主力產品《ESET NOD32 Antivirus防毒軟體》與《ESET HOME Security Essential 家用安全基礎版》，能夠防禦各種已知或未知病毒、間諜軟體、ootkits、網路釣魚、勒索病毒及各種網際網路型威脅。
ESET企業安全解決方案（ESET Business Security Solutions）是針對企業複雜網路環境提供最高等級的全面防護規劃，舉凡公司資訊流的傳遞、內外部檔案或郵件的監控，進而到使用者登入的合法性管理等功能；ESET皆能利用集中管理系統，讓資訊人員簡易快速的掌握最新的安全狀況，並秉持著ESET超過30年來的專精技術，成功的為企業打造安全防護網，更同時讓企業兼顧管理成本與系統運作效能，成為業界深受信賴的專業資安守護神。
ESET全系列防毒產品占用系統資源少、偵測速度快、防禦能力強，可提供有效的保護，並連年榮獲 Virus Bulletin 100獎項肯定，優異的成績持續保持業界領先地位。ESET連續五年被評為 "" 德勤高科技快速成長500強 ""（Deloitte's Technology Fast 500）公司，擁有廣泛的合作夥伴，包括佳能、戴爾、微軟等國際知名公司，在布拉迪斯拉發（斯洛伐克）、布里斯托爾（英國）、布宜諾斯艾利斯（阿根廷）、布拉格（捷克）、聖地亞哥（美國）等地均設有辦事處，全球擁有超過1.1億的用戶，代理機構遍及全球超過200多個國家，支援多種語系，提供在地化的服務協助、是個人及企業值得信賴的防毒軟體品牌。",,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1998,ESET,C219
110,(02)2712-2195,sales@e-soft.com.tw,"曜祥網技(e-SOFT)成立於 1999 年，在台深耕 25 年，研究開發團隊為 100% 的台灣優秀的技術成員組成具有紮實研發技術與豐富的資訊資安實務經驗，並一直專注於企業網路資訊整合管理平台之開發，打造出企業資訊系統、與資安系統關聯整合的全方位資安智慧平台SIP(Security Intelligence Portal)，協助客戶即時掌握及管理內網連線設備、人員帳號、軟體風險；藉著精湛的技術協助客戶運用有限的人力、財力、物力做好資安維運落實，讓客戶的資安管理效能翻倍、及迅速匡列需處理的資安風險，廣受客戶肯定好評。25 年來曜祥網技(e-SOFT)深耕金融業、半導體產業、軍方政府機關、醫療機構及各企業用戶市場，持續提供高品質的產品及服務，持續收集台灣客戶需求將其優化至曜祥的全產品線與服務，使其在 ISAC 上達到最佳及最周全的協同聯合防禦資安管理效能。
曜祥網技(e-SOFT)亦於 2012 年起在內網應用產品及雲端相關應用管理系統全部通過政府共同供應契約電腦軟體標的採購項目標準，成為全國性政府採購平台上認證的商品。且於 2021 年取得中華民國經濟部工業局之國內100%台灣自我研發產品獎項。
產品類型
Zero Trust Architecture
Risk Assessment Visibility
Identity Governance
Vulnerability Assessment
NAC
GCB
Unified Threat Management
Zero Trust Network Access",https://www.e-soft.com.tw/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1933,e-SOFT 曜祥網技,P105
111,,,"玉山銀行成立於 1992 年，結合一群志同道合的專家團隊，以台灣最高的山為名，秉持「心清如玉，義重如山」的精神，提供值得信賴的全方位金融服務。獲國際知名財經雜誌富比士（Forbes）評選為｢全球最佳銀行｣台灣銀行業第一名。
因應金融科技的發展趨勢，玉山期望有更多志同道合的夥伴加入，共同創造更美好的未來。",https://tw.linkedin.com/company/%E7%8E%89%E5%B1%B1%E9%87%91%E6%8E%A7,https://www.facebook.com/esunbank/,https://tw.linkedin.com/company/%E7%8E%89%E5%B1%B1%E9%87%91%E6%8E%A7,,https://cybersec.ithome.com.tw/2024/exhibition-page/2213,玉山銀行,CT06
112,03-5642062,support@tekpass.com.tw,"長茂科技致力於提供先進的資通訊安全技術，專注於開發零信任資訊安全解決方案，特別針對物聯網軟硬體整合的數位生活提供基礎資訊安全防護，長茂科技的強式多因子認證安全技術開發出安全又簡單使用的TekPass軟體，進行嚴格的身分驗證和授權，有助於確保連接的設備和數據在網絡中的安全性和隱私性，以保護消費者和企業市場的資訊安全。

產品類型
Zero Trust Architecture
XDR",https://www.linkedin.com/company/evermore-technology-inc/,https://www.facebook.com/tekpasstw,https://www.linkedin.com/company/evermore-technology-inc/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2125,EverMore,Q112
